snapped_at,price,market_cap,total_volume
2018-11-10 00:00:00 UTC,8037.0287617778,0.0,318500475.8073116
2018-11-11 00:00:00 UTC,9755.598335867877,0.0,605055668.6292616
2018-11-12 00:00:00 UTC,12994.569409883696,0.0,1129463808.4254358
2018-11-13 00:00:00 UTC,12921.143145028725,0.0,1248687914.5067048
2018-11-14 00:00:00 UTC,23805.267266955605,0.0,3285915480.5120044
2018-11-15 00:00:00 UTC,20179.252204259916,0.0,4193315863.857584
2018-11-16 00:00:00 UTC,10605.953833544678,0.0,4243253855.851178
2018-11-17 00:00:00 UTC,11943.804111229145,0.0,3181977559.2023773
2018-11-18 00:00:00 UTC,14975.989105426286,0.0,23756317154.149273
2018-11-19 00:00:00 UTC,11929.991714199905,0.0,8665488149.54396
2018-11-20 00:00:00 UTC,8221.354353874933,0.0,11935889366.938828
2018-11-21 00:00:00 UTC,5671.9603525332595,0.0,14429498409.557934
2018-11-22 00:00:00 UTC,5717.153646254703,0.0,6662313180.397456
2018-11-23 00:00:00 UTC,4747.444421873702,0.0,3616596326.972205
2018-11-24 00:00:00 UTC,6241.428792317088,0.0,19603774041.372345
2018-11-25 00:00:00 UTC,6788.942838338639,0.0,28295326883.432346
2018-11-26 00:00:00 UTC,10051.20489509428,0.0,58996200166.33866
2018-11-27 00:00:00 UTC,13043.048695577647,227478866608.3282,81811161265.6392
2018-11-28 00:00:00 UTC,10668.682538367711,189234145291.81955,37009515295.978134
2018-11-29 00:00:00 UTC,11153.762566970594,196257363267.53052,36241367246.67494
2018-11-30 00:00:00 UTC,11081.471286873391,193309502791.97736,14919850118.176422
2018-12-01 00:00:00 UTC,10863.797956669736,189756035878.4807,19827198397.74248
2018-12-02 00:00:00 UTC,10604.211968536352,186046921265.5413,9188668441.668474
2018-12-03 00:00:00 UTC,11366.876276682218,199069048781.6337,12440724352.75397
2018-12-04 00:00:00 UTC,10678.812692054411,186818044462.6428,8640175454.894596
2018-12-05 00:00:00 UTC,10153.652596430751,177203616433.1522,6445084520.64542
2018-12-06 00:00:00 UTC,9800.42616336118,171574063644.08282,9037276936.298697
2018-12-07 00:00:00 UTC,11686.394024934649,204890987007.85568,25634997355.823032
2018-12-08 00:00:00 UTC,11685.615433086345,204679118285.93628,26740382354.100872
2018-12-09 00:00:00 UTC,10926.399126415372,191175908768.50195,8866477905.894272
2018-12-10 00:00:00 UTC,10817.215991313993,189560610088.55997,8648316402.616215
2018-12-11 00:00:00 UTC,10650.016021599702,186458082886.3523,10251056105.534624
2018-12-12 00:00:00 UTC,10103.376833839206,176799318851.60077,8418446406.454033
2018-12-13 00:00:00 UTC,9951.877278267819,174023908298.14316,5772641729.140126
2018-12-14 00:00:00 UTC,8873.678431333967,154928734952.97052,7667311092.768178
2018-12-15 00:00:00 UTC,7969.193021130016,139569527887.22385,8558932961.662524
2018-12-16 00:00:00 UTC,7693.465116489443,134795504682.44658,8141996237.951805
2018-12-17 00:00:00 UTC,8679.403165028869,152172941906.16666,13385112832.548431
2018-12-18 00:00:00 UTC,9162.925546197675,160745687018.48557,13879128220.206469
2018-12-19 00:00:00 UTC,9404.562075574206,164743025665.43326,13223048484.481766
2018-12-20 00:00:00 UTC,9655.022092485751,169558946891.77332,23000132803.164093
2018-12-21 00:00:00 UTC,12256.55197120121,214311177191.60565,52078307859.46989
2018-12-22 00:00:00 UTC,11913.22546538965,209923637397.72372,54143716462.85158
2018-12-23 00:00:00 UTC,11973.237189853073,208939566235.88623,23208438654.817806
2018-12-24 00:00:00 UTC,11734.017569745643,205806185831.4567,18214941191.353527
2018-12-25 00:00:00 UTC,11219.936132076844,197334898689.41034,19120635165.22127
2018-12-26 00:00:00 UTC,10156.07939957815,177391685796.28723,15388238650.11902
2018-12-27 00:00:00 UTC,10312.74396833019,180789018109.6503,16697824433.507227
2018-12-28 00:00:00 UTC,9236.098566843893,162696845001.15845,10453477028.74462
2018-12-29 00:00:00 UTC,10084.235369015692,176619770321.38153,13394831520.68269
2018-12-30 00:00:00 UTC,9741.885343031776,173020753328.056,9866853503.558674
2018-12-31 00:00:00 UTC,9661.563180836842,169452245058.69632,6815621474.676987
2019-01-01 00:00:00 UTC,9196.978497903692,161197503620.05804,5921434556.133857
2019-01-02 00:00:00 UTC,9940.767609838646,174410451374.5546,12408978479.305178
2019-01-03 00:00:00 UTC,10012.961839563963,175669676926.7851,12135311017.701824
2019-01-04 00:00:00 UTC,9401.161026273234,164713410340.8078,7929770244.292708
2019-01-05 00:00:00 UTC,9401.801986544224,164992340412.0362,7993870028.384156
2019-01-06 00:00:00 UTC,9444.54260327272,165749765545.6942,8901607364.71656
2019-01-07 00:00:00 UTC,9630.640599910394,169022546916.9019,8424200304.134844
2019-01-08 00:00:00 UTC,9444.956028557157,165740478191.6693,8404608911.2038765
2019-01-09 00:00:00 UTC,9437.14790212456,165683339734.48132,11117141029.989185
2019-01-10 00:00:00 UTC,9268.804072000154,162732415894.15347,8130227563.011557
2019-01-11 00:00:00 UTC,8091.086758249883,142115490488.83847,14429156539.68274
2019-01-12 00:00:00 UTC,7972.668082125573,139839887730.22455,9420704094.850452
2019-01-13 00:00:00 UTC,8880.977262230414,155927640948.5761,20962544525.134983
2019-01-14 00:00:00 UTC,8244.220350508169,144418672092.37933,17058930117.221165
2019-01-15 00:00:00 UTC,8563.946837642057,150543665127.39893,12600076510.783068
2019-01-16 00:00:00 UTC,8285.156899459485,145638812848.97562,8662097478.669817
2019-01-17 00:00:00 UTC,8361.415906160953,146969518835.5653,8009519714.56386
2019-01-18 00:00:00 UTC,8375.846583800374,147173902871.7379,7438244265.898266
2019-01-19 00:00:00 UTC,8207.71881438205,144298274245.7907,6763028453.816042
2019-01-20 00:00:00 UTC,8371.878102266972,147133682651.59662,6721031826.7605095
2019-01-21 00:00:00 UTC,8130.4744902982775,142978164220.0544,6847687011.620422
2019-01-22 00:00:00 UTC,8140.581098512023,143124664749.2546,6675129349.245595
2019-01-23 00:00:00 UTC,8239.419605138759,144850044275.19196,8084587092.440531
2019-01-24 00:00:00 UTC,8192.448070792756,143950201020.39227,7718955565.200843
2019-01-25 00:00:00 UTC,8091.591780337326,142233754661.27817,6966430846.452417
2019-01-26 00:00:00 UTC,8108.022587908742,142573580649.95197,7699866396.544088
2019-01-27 00:00:00 UTC,8024.6835142584105,141111016042.39297,6891795004.991456
2019-01-28 00:00:00 UTC,7794.44740214855,137237648932.40723,7859561203.633278
2019-01-29 00:00:00 UTC,7033.925477069932,123902642977.61469,12994429308.19588
2019-01-30 00:00:00 UTC,6905.8588314481285,121487919272.76219,10963159815.25602
2019-01-31 00:00:00 UTC,7170.894506183337,126231000708.34398,12182188867.943253
2019-02-01 00:00:00 UTC,6909.240780066878,121539281708.54094,8734804867.24869
2019-02-02 00:00:00 UTC,7002.841827282722,123363225024.61156,8053388275.896956
2019-02-03 00:00:00 UTC,7161.469307376137,125370408237.56496,8245563014.814063
2019-02-04 00:00:00 UTC,6974.252077715903,122791266065.80737,6930768196.785363
2019-02-05 00:00:00 UTC,6933.88694281431,122076413101.28186,5913893126.046308
2019-02-06 00:00:00 UTC,6701.568296760996,117986511767.9833,5770960794.832821
2019-02-07 00:00:00 UTC,6895.944076344211,121280709127.23448,18280776754.726635
2019-02-08 00:00:00 UTC,6858.115139613353,120793593648.84772,11770010726.25652
2019-02-09 00:00:00 UTC,7339.820864976828,129161264136.93205,10467605898.788687
